Title20,Title,Country,SCIE,SSCI,AHCI,ESCI
U NSW LAW J,UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL,AUSTRALIA,,,,X
U PA J INT LAW,UNIVERSITY OF PENNSYLVANIA JOURNAL OF INTERNATIONAL LAW,UNITED STATES,,X,,
U PENN LAW REV,UNIVERSITY OF PENNSYLVANIA LAW REVIEW,UNITED STATES,,X,,
U PITT LAW REV,UNIVERSITY OF PITTSBURGH LAW REVIEW,UNITED STATES,,X,,
U POLITEH BUCH SER A,UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN-SERIES A-APPLIED MATHEMATICS AND PHYSICS,ROMANIA,X,,,
U POLITEH BUCH SER B,UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES B-CHEMISTRY AND MATERIALS SCIENCE,ROMANIA,,,,X
U POLITEH BUCH SER C,UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES C-ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,ROMANIA,,,,X
U TORONTO LAW J,UNIVERSITY OF TORONTO LAW JOURNAL,CANADA,,X,,
U TORONTO QUART,UNIVERSITY OF TORONTO QUARTERLY,CANADA,,,X,
UCHEN ZAP KAZ U-ESTE,UCHENYE ZAPISKI KAZANSKOGO UNIVERSITETA-SERIYA ESTESTVENNYE NAUKI,RUSSIA,,,,X
UCHEN ZAP KAZ U-MAT,UCHENYE ZAPISKI KAZANSKOGO UNIVERSITETA-SERIYA FIZIKO-MATEMATICHESKIE NAUKI,RUSSIA,,,,X
UCJC BUS SOC REV,UCJC BUSINESS AND SOCIETY REVIEW,SPAIN,,,,X
UCLA LAW REV,UCLA LAW REVIEW,UNITED STATES,,X,,
UFA MATH J,UFA MATHEMATICAL JOURNAL,RUSSIA,,,,X
UHOD-ULUSLAR HEMATOL,UHOD-ULUSLARARASI HEMATOLOJI-ONKOLOJI DERGISI,TURKIYE,X,,,
UIS ING,UIS INGENIERIAS,COLOMBIA,,,,X
UKR FOOD J,UKRAINIAN FOOD JOURNAL,UKRAINE,,,,X
UKR ISTORYCHNYI ZH,UKRAINSKYI ISTORYCHNYI ZHURNAL,UKRAINE,,,,X
UKR J PHYS,UKRAINIAN JOURNAL OF PHYSICS,UKRAINE,,,,X
UKR J PHYS OPT,UKRAINIAN JOURNAL OF PHYSICAL OPTICS,UKRAINE,X,,,
UKR MATH J+,UKRAINIAN MATHEMATICAL JOURNAL,UKRAINE,X,,,
UKR METROL J,UKRAINIAN METROLOGICAL JOURNAL,UKRAINE,,,,X
ULTRAFAST SCI,ULTRAFAST SCIENCE,PEOPLES R CHINA,,,,X
ULTRAMICROSCOPY,ULTRAMICROSCOPY,NETHERLANDS,X,,,
ULTRASCHALL MED,ULTRASCHALL IN DER MEDIZIN,GERMANY,X,,,
ULTRASON SONOCHEM,ULTRASONICS SONOCHEMISTRY,ENGLAND,X,,,
ULTRASONIC IMAGING,ULTRASONIC IMAGING,UNITED STATES,X,,,
ULTRASONICS,ULTRASONICS,NETHERLANDS,X,,,
ULTRASONOGRAPHY,ULTRASONOGRAPHY,SOUTH KOREA,X,,,
ULTRASOUND,ULTRASOUND,ENGLAND,,,,X
ULTRASOUND INT OPEN,ULTRASOUND INTERNATIONAL OPEN,GERMANY,,,,X
ULTRASOUND J,ULTRASOUND JOURNAL,ENGLAND,,,,X
ULTRASOUND MED BIOL,ULTRASOUND IN MEDICINE AND BIOLOGY,ENGLAND,X,,,
ULTRASOUND OBST GYN,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,UNITED STATES,X,,,
ULTRASOUND Q,ULTRASOUND QUARTERLY,UNITED STATES,X,,,
ULTRASTRUCT PATHOL,ULTRASTRUCTURAL PATHOLOGY,UNITED STATES,X,,,
ULUS TRAVMA ACIL CER,ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY,TURKIYE,X,,,
ULUSLAR ILISKILER,ULUSLARARASI ILISKILER-INTERNATIONAL RELATIONS,TURKIYE,,X,,
UMENI-ART,UMENI-ART,CZECH REPUBLIC,,,X,
UNCONV RESOUR,UNCONVENTIONAL RESOURCES,PEOPLES R CHINA,,,,X
UNDERGR SPACE,UNDERGROUND SPACE,PEOPLES R CHINA,X,,,
UNDERSEA HYPERBAR M,UNDERSEA AND HYPERBARIC MEDICINE,UNITED STATES,X,,,
UNFALLCHIRURGIE,UNFALLCHIRURGIE,GERMANY,X,,,
UNICIENCIA,UNICIENCIA,COSTA RICA,,,,X
UNIF LAW REV,UNIFORM LAW REVIEW,ENGLAND,,,,X
UNI-PLURIVERSIDAD,UNI-PLURIVERSIDAD,COLOMBIA,,,,X
UNITED EUR GASTROENT,UNITED EUROPEAN GASTROENTEROLOGY JOURNAL,ENGLAND,X,,,
UNIV MED,UNIVERSITAS MEDICA,COLOMBIA,,,,X
UNIV PSYCHOL,UNIVERSITAS PSYCHOLOGICA,COLOMBIA,,X,,
UNIV TOR J UNDERGRAD,UNIVERSITY OF TORONTO JOURNAL OF UNDERGRADUATE LIFE SCIENCES,CANADA,,,,X
UNIV TOR MED J,UNIVERSITY OF TORONTO MEDICAL JOURNAL,CANADA,,,,X
UNIV WEST AUST LAW R,UNIVERSITY OF WESTERN AUSTRALIA LAW REVIEW,AUSTRALIA,,,,X
UNIVERSA MED,UNIVERSA MEDICINA,INDONESIA,,,,X
UNIVERSAL ACCESS INF,UNIVERSAL ACCESS IN THE INFORMATION SOCIETY,GERMANY,X,X,,
UNIVERSE-BASEL,UNIVERSE,SWITZERLAND,X,,,
UNIVERSITAS,UNIVERSITAS-REVISTA DE CIENCIAS SOCIALES Y HUMANAS,ECUADOR,,,,X
UNIVERSITAS-TAIWAN,UNIVERSITAS-MONTHLY REVIEW OF PHILOSOPHY AND CULTURE,TAIWAN,,,X,
UNIVERSUM-TALCA,UNIVERSUM-REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES,CHILE,,,,X
UNMANNED SYST,UNMANNED SYSTEMS,SINGAPORE,,,,X
UNTERRICHTSPRAXIS,UNTERRICHTSPRAXIS-TEACHING GERMAN,UNITED STATES,,,,X
UPDATES SURG,UPDATES IN SURGERY,ITALY,X,,,
UPRAVLENETS,UPRAVLENETS-THE MANAGER,RUSSIA,,,,X
UPSALA J MED SCI,UPSALA JOURNAL OF MEDICAL SCIENCES,SWEDEN,X,,,
URBAN AFF REV,URBAN AFFAIRS REVIEW,UNITED STATES,,X,,
URBAN CLIM,URBAN CLIMATE,UNITED STATES,X,,,
URBAN DES INT,URBAN DESIGN INTERNATIONAL,ENGLAND,,X,X,
URBAN ECOSYST,URBAN ECOSYSTEMS,UNITED STATES,X,,,
URBAN EDUC,URBAN EDUCATION,UNITED STATES,,X,,
URBAN FOR URBAN GREE,URBAN FORESTRY & URBAN GREENING,GERMANY,X,X,,
URBAN FORUM,URBAN FORUM,NETHERLANDS,,,,X
URBAN GEOGR,URBAN GEOGRAPHY,UNITED STATES,,X,,
URBAN HIST,URBAN HISTORY,ENGLAND,,,X,
URBAN HIST REV,URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE,CANADA,,,X,
URBAN MORPHOL,URBAN MORPHOLOGY,FRANCE,,,X,
URBAN PLAN,URBAN PLANNING,PORTUGAL,,,,X
URBAN POLICY RES,URBAN POLICY AND RESEARCH,ENGLAND,,X,,
URBAN RAIL TRANSIT,URBAN RAIL TRANSIT,GERMANY,,,,X
URBAN RES PRACT,URBAN RESEARCH & PRACTICE,ENGLAND,,X,,
URBAN SCI,URBAN SCIENCE,SWITZERLAND,,,,X
URBAN STUD,URBAN STUDIES,ENGLAND,,X,,
URBAN WATER J,URBAN WATER JOURNAL,ENGLAND,X,,,
URBANI IZZIV,URBANI IZZIV-URBAN CHALLENGE,SLOVENIA,,,,X
URBANITIES,URBANITIES-JOURNAL OF URBAN ETHNOGRAPHY,ITALY,,,,X
URBANO,URBANO,CHILE,,,,X
URBE-CURITIBA,URBE-REVISTA BRASILEIRA DE GESTAO URBANA,BRAZIL,,,,X
URDIMENTO,URDIMENTO-REVISTA DE ESTUDOS EM ARTES CENICAS,BRAZIL,,,,X
UROGYNECOLOGY,UROGYNECOLOGY,UNITED STATES,X,,,
UROL ANNALS,UROLOGY ANNALS,SAUDI ARABIA,,,,X
UROL CASE REP,UROLOGY CASE REPORTS,UNITED STATES,,,,X
UROL CLIN N AM,UROLOGIC CLINICS OF NORTH AMERICA,UNITED STATES,X,,,
UROL INT,UROLOGIA INTERNATIONALIS,SWITZERLAND,X,,,
UROL J,UROLOGY JOURNAL,IRAN,X,,,
UROL ONCOL-SEMIN ORI,UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,UNITED STATES,X,,,
UROL PRACT,UROLOGY PRACTICE,UNITED STATES,,,,X
UROL RES PRACT,UROLOGY RESEARCH AND PRACTICE,TURKIYE,,,,X
UROL SCI,UROLOGICAL SCIENCE,TAIWAN,,,,X
UROLITHIASIS,UROLITHIASIS,UNITED STATES,X,,,
UROLOGIA J,UROLOGIA JOURNAL,ENGLAND,,,,X
UROLOGIE,UROLOGIE,GERMANY,X,,,
UROLOGY,UROLOGY,UNITED STATES,X,,,
UROONKOLOJI BUL,UROONKOLOJI BULTENI-BULLETIN OF UROONCOLOGY,TURKIYE,,,,X
URSUS,URSUS,UNITED STATES,X,,,
URVIO-REV LATINOAM E,URVIO-REVISTA LATINOAMERICANA DE ESTUDIOS DE SEGURIDAD,ECUADOR,,,,X
US CATHOL HIST,US CATHOLIC HISTORIAN,UNITED STATES,,,,X
US PHARM,US PHARMACIST,UNITED STATES,,,,X
USER MODEL USER-ADAP,USER MODELING AND USER-ADAPTED INTERACTION,NETHERLANDS,X,,,
USP FIZ METALLOV,USPEKHI FIZIKI METALLOV-PROGRESS IN PHYSICS OF METALS,UKRAINE,,,,X
UTIL POLICY,UTILITIES POLICY,ENGLAND,X,X,,
UTILITAS,UTILITAS,ENGLAND,,,X,
UTOPIAN STUD,UTOPIAN STUDIES,UNITED STATES,,,X,
UTRECHT J INT EUR LA,UTRECHT JOURNAL OF INTERNATIONAL AND EUROPEAN LAW,ENGLAND,,,,X
UTRECHT LAW REV,UTRECHT LAW REVIEW,NETHERLANDS,,,,X
VA LAW REV,VIRGINIA LAW REVIEW,UNITED STATES,,X,,
VA Q REV,VIRGINIA QUARTERLY REVIEW,UNITED STATES,,,X,
VACCINE,VACCINE,ENGLAND,X,,,
VACCINES-BASEL,VACCINES,SWITZERLAND,X,,,
VACCINE-X,VACCINE: X,ENGLAND,,,,X
VACUUM,VACUUM,ENGLAND,X,,,
VADOSE ZONE J,VADOSE ZONE JOURNAL,UNITED STATES,X,,,
VAK FORSCH PRAX,VAKUUM IN FORSCHUNG UND PRAXIS,GERMANY,,,,X
VALENCIANA,VALENCIANA,MEXICO,,,,X
VALUE HEALTH,VALUE IN HEALTH,UNITED STATES,X,X,,
VALUE HEALTH REG ISS,VALUE IN HEALTH REGIONAL ISSUES,UNITED STATES,,,,X
VANDERBILT LAW REV,VANDERBILT LAW REVIEW,UNITED STATES,,X,,
VASA,VASA-EUROPEAN JOURNAL OF VASCULAR MEDICINE,SWITZERLAND,X,,,
VASC ENDOVASC SURG,VASCULAR AND ENDOVASCULAR SURGERY,UNITED STATES,X,,,
VASC HEALTH RISK MAN,VASCULAR HEALTH AND RISK MANAGEMENT,NEW ZEALAND,,,,X
VASC MED,VASCULAR MEDICINE,ENGLAND,X,,,
VASC PHARMACOL,VASCULAR PHARMACOLOGY,UNITED STATES,X,,,
VASC SPEC INT,VASCULAR SPECIALIST INTERNATIONAL,SOUTH KOREA,,,,X
VASCULAR,VASCULAR,ENGLAND,X,,,
VAVILOVSKII ZH GENET,VAVILOVSKII ZHURNAL GENETIKI I SELEKTSII,RUSSIA,,,,X
VECTOR-BORNE ZOONOT,VECTOR-BORNE AND ZOONOTIC DISEASES,UNITED STATES,X,,,
VEG CLASS SURV,VEGETATION CLASSIFICATION AND SURVEY,UNITED STATES,,,,X
VEG HIST ARCHAEOBOT,VEGETATION HISTORY AND ARCHAEOBOTANY,UNITED STATES,X,,,
VEG RES,VEGETABLE RESEARCH,UNITED STATES,,,,X
VEGUETA,VEGUETA-ANUARIO DE LA FACULTAD DE GEOGRAFIA E HISTORIA,SPAIN,,,,X
VEH COMMUN,VEHICULAR COMMUNICATIONS,NETHERLANDS,X,,,
VEHICLE SYST DYN,VEHICLE SYSTEM DYNAMICS,ENGLAND,X,,,
VEHICLES-BASEL,VEHICLES,SWITZERLAND,,,,X
VELEIA,VELEIA,SPAIN,,,,X
VENTUR CAP,VENTURE CAPITAL,ENGLAND,,X,,
VERBA,VERBA-ANUARIO GALEGO DE FILOLOXIA,SPAIN,,,,X
VERBO MINAS,VERBO DE MINAS,BRAZIL,,,,X
VERBUM,VERBUM,HUNGARY,,,X,
VERBUM VITAE,VERBUM VITAE,POLAND,,,,X
VEREDAS,VEREDAS-REVISTA DA ASSOCIACAO INTERNACIONAL DE LUSITANISTAS,PORTUGAL,,,,X
VEREDAS DIREITO,VEREDAS DO DIREITO,BRAZIL,,,,X
VERGE-STUD GLOB ASIA,VERGE-STUDIES IN GLOBAL ASIAS,UNITED STATES,,,,X
VERHALTENSTHERAPIE,VERHALTENSTHERAPIE,SWITZERLAND,X,X,,
VERIFICHE,VERIFICHE,ITALY,,,X,
VERNAC ARCHIT,VERNACULAR ARCHITECTURE,ENGLAND,,,X,
VERSUS,VERSUS-QUADERNI DI STUDI SEMIOTICI,ITALY,,,,X
VERTEBR ZOOL,VERTEBRATE ZOOLOGY,GERMANY,X,,,
VESSEL PLUS,VESSEL PLUS,UNITED STATES,,,,X
VESTN DREVNEI ISTOR,VESTNIK DREVNEI ISTORII-JOURNAL OF ANCIENT HISTORY,RUSSIA,,,,X
VESTN MEZHDUNARODNYK,VESTNIK MEZHDUNARODNYKH ORGANIZATSII-INTERNATIONAL ORGANISATIONS RESEARCH JOURNAL,RUSSIA,,,,X
VESTN MOSK UNIV 10,VESTNIK MOSKOVSKOGO UNIVERSITETA. SERIYA 10. ZHURNALISTIKA,RUSSIA,,,,X
VESTN PERMSK U-JURID,VESTNIK PERMSKOGO UNIVERSITETA-JURIDICHESKIE NAUKI,RUSSIA,,,,X
VESTN PERMSK UNIV-IS,VESTNIK PERMSKOGO UNIVERSITETA-ISTORIYA-PERM UNIVERSITY HERALD-HISTORY,RUSSIA,,,,X
VESTN PSTGU-I-BOGOSL,VESTNIK PRAVOSLAVNOGO SVYATO-TIKHONOVSKOGO GUMANITARNOGO UNIVERSITETA-SERIYA I-BOGOSLOVIE-FILOSOFIYA-RELIGIOVEDENIE,RUSSIA,,,,X
VESTN SAMAR GOS TEKH,VESTNIK SAMARSKOGO GOSUDARSTVENNOGO TEKHNICHESKOGO UNIVERSITETA-SERIYA-FIZIKO-MATEMATICHESKIYE NAUKI,RUSSIA,,,,X
VESTN SLAVIANSKIKH K,VESTNIK SLAVIANSKIKH KULTUR-BULLETIN OF SLAVIC CULTURES-SCIENTIFIC AND INFORMATIONAL JOURNAL,RUSSIA,,,,X
VESTN ST PET U-P MAT,VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA SERIYA 10 PRIKLADNAYA MATEMATIKA INFORMATIKA PROTSESSY UPRAVLENIYA,RUSSIA,,,,X
VESTN ST PETER U-EAR,VESTNIK OF SAINT PETERSBURG UNIVERSITY EARTH SCIENCES,RUSSIA,,,,X
VESTN ST PETER U-EK,VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-EKONOMIKA-ST PETERSBURG UNIVERSITY JOURNAL OF ECONOMIC STUDIES,RUSSIA,,,,X
VESTN ST PETER U-FIL,VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-FILOSOFIYA I KONFLIKTOLOGIYA,RUSSIA,,,,X
VESTN ST PETER U-ISK,VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-ISKUSSTVOVEDENIE,RUSSIA,,,,X
VESTN ST PETER U-IST,VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-ISTORIYA,RUSSIA,,,,X
VESTN ST PETER U-LAW,VESTNIK OF SAINT PETERSBURG UNIVERSITY-LAW-VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-PRAVO,RUSSIA,,,,X
VESTN ST PETER U-MAT,VESTNIK ST PETERSBURG UNIVERSITY-MATHEMATICS,RUSSIA,,,,X
VESTN ST PETER U-YAZ,VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-YAZYK I LITERATURA,RUSSIA,,,,X
VESTN TOMSK GOS U BI,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-BIOLOGIYA,RUSSIA,,,,X
VESTN TOMSK GOS U IS,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA ISTORIYA-TOMSK STATE UNIVERSITY JOURNAL OF HISTORY,RUSSIA,,,,X
VESTN TOMSK GOS U KU,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-KULTUROLOGIYA I ISKUSSTVOVEDENIE-TOMSK STATE UNIVERSITY JOURNAL OF CULTURAL STUDIES AND ART HISTORY,RUSSIA,,,,X
VESTN TOMSK GOS U-MA,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-MATEMATIKA I MEKHANIKA-TOMSK STATE UNIVERSITY JOURNAL OF MATHEMATICS AND MECHANICS,RUSSIA,,,,X
VESTN TOMSK GOS U-UP,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-UPRAVLENIE VYCHISLITELNAJA TEHNIKA I INFORMATIKA-TOMSK STATE UNIVERSITY JOURNAL OF CONTROL AND COMPUTER SCIENCE,RUSSIA,,,,X
VESTN TOMSK U-FILOL,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA FILOLOGIYA-TOMSK STATE UNIVERSITY JOURNAL OF PHILOLOGY,RUSSIA,,,,X
VESTN TOMSK U-FILOS,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-FILOSOFIYA-SOTSIOLOGIYA-POLITOLOGIYA-TOMSK STATE UNIVERSITY JOURNAL OF PHILOSOPHY SOCIOLOGY AND POLITICAL SCIENCE,RUSSIA,,,,X
VESTN TOSK GOS U-PR,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-PRAVO-TOMSK STATE UNIVERSITY JOURNAL OF LAW,RUSSIA,,,,X
VESTN TRANSPL ISKUSS,VESTNIK TRANSPLANTOLOGII I ISKUSSTVENNYH ORGANOV,RUSSIA,,,,X
VESTN UDMURT U MAT M,VESTNIK UDMURTSKOGO UNIVERSITETA-MATEMATIKA MEKHANIKA KOMPYUTERNYE NAUKI,RUSSIA,,,,X
VESTN UGROVEDENIYA,VESTNIK UGROVEDENIYA-BULLETIN OF UGRIC STUDIES,RUSSIA,,,,X
VESTN VOLG GOS U-YAZ,VESTNIK VOLGOGRADSKOGO GOSUDARSTVENNOGO UNIVERSITETA-SERIYA 2-YAZYKOZNANIE,RUSSIA,,,,X
VET ANAESTH ANALG,VETERINARY ANAESTHESIA AND ANALGESIA,ENGLAND,X,,,
VET ANIM SCI,VETERINARY AND ANIMAL SCIENCE,ENGLAND,,,,X
VET ARHIV,VETERINARSKI ARHIV,CROATIA,X,,,
VET CLIN N AM-EQUINE,VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,UNITED STATES,X,,,
VET CLIN N AM-FOOD A,VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,UNITED STATES,X,,,
VET CLIN N AM-SMALL,VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,UNITED STATES,X,,,
VET CLIN PATH,VETERINARY CLINICAL PATHOLOGY,UNITED STATES,X,,,
VET COMP ONCOL,VETERINARY AND COMPARATIVE ONCOLOGY,ENGLAND,X,,,
VET COMP ORTHOPAED,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,GERMANY,X,,,
VET DERMATOL,VETERINARY DERMATOLOGY,ENGLAND,X,,,
VET IMMUNOL IMMUNOP,VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,NETHERLANDS,X,,,
VET ITAL,VETERINARIA ITALIANA,ITALY,X,,,
VET J,VETERINARY JOURNAL,ENGLAND,X,,,
VET MED INT,VETERINARY MEDICINE INTERNATIONAL,ENGLAND,,,,X
VET MED SCI,VETERINARY MEDICINE AND SCIENCE,ENGLAND,X,,,
VET MED-CZECH,VETERINARNI MEDICINA,CZECH REPUBLIC,X,,,
VET MED-RES REP,VETERINARY MEDICINE-RESEARCH AND REPORTS,NEW ZEALAND,,,,X
VET MEXICO,VETERINARIA MEXICO,MEXICO,X,,,
VET MICROBIOL,VETERINARY MICROBIOLOGY,NETHERLANDS,X,,,
VET OPHTHALMOL,VETERINARY OPHTHALMOLOGY,UNITED STATES,X,,,
VET PARASITOL,VETERINARY PARASITOLOGY,NETHERLANDS,X,,,
VET PARASITOL REG ST,VETERINARY PARASITOLOGY- REGIONAL STUDIES AND REPORTS,NETHERLANDS,,,,X
VET PATHOL,VETERINARY PATHOLOGY,UNITED STATES,X,,,
VET QUART,VETERINARY QUARTERLY,ENGLAND,X,,,
VET RADIOL ULTRASOUN,VETERINARY RADIOLOGY & ULTRASOUND,UNITED STATES,X,,,
VET REC,VETERINARY RECORD,ENGLAND,X,,,
VET REC CASE REP,VETERINARY RECORD CASE REPORTS,ENGLAND,,,,X
VET RECORD OPEN,VETERINARY RECORD OPEN,ENGLAND,,,,X
VET RES,VETERINARY RESEARCH,FRANCE,X,,,
VET RES COMMUN,VETERINARY RESEARCH COMMUNICATIONS,NETHERLANDS,X,,,
VET RES FORUM,VETERINARY RESEARCH FORUM,IRAN,X,,,
VET SCI,VETERINARY SCIENCES,SWITZERLAND,X,,,
VET SURG,VETERINARY SURGERY,UNITED STATES,X,,,
VET WORLD,VETERINARY WORLD,INDIA,,,,X
VETUS TESTAMENTUM,VETUS TESTAMENTUM,NETHERLANDS,,,X,
VIA ATL,VIA ATLANTICA,BRAZIL,,,,X
VIAL-VIGO INT J APPL,VIAL-VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS,SPAIN,,X,X,
VIATOR-MEDIEV REN,VIATOR-MEDIEVAL AND RENAISSANCE STUDIES,UNITED STATES,,,X,
VIB SPECTROSC,VIBRATIONAL SPECTROSCOPY,NETHERLANDS,X,,,
VIBRATION-BASEL,VIBRATION,SWITZERLAND,,,,X
VIC HIST J,VICTORIAN HISTORICAL JOURNAL,AUSTRALIA,,,,X
VIC PERIOD REV,VICTORIAN PERIODICALS REVIEW,CANADA,,,X,
VIC REV,VICTORIAN REVIEW-AN INTERDISCIPLINARY JOURNAL OF VICTORIAN STUDIES,CANADA,,,,X
VICHIANA,VICHIANA,ITALY,,,,X
VICTIMS OFFENDERS,VICTIMS & OFFENDERS,UNITED STATES,,X,,
VICTORIAN LIT CULT,VICTORIAN LITERATURE AND CULTURE,UNITED STATES,,,X,
VICTORIAN POETRY,VICTORIAN POETRY,UNITED STATES,,,X,
VICTORIAN STUD,VICTORIAN STUDIES,UNITED STATES,,,X,
VICTORIOGRAPHIES,VICTORIOGRAPHIES-A JOURNAL OF NINETEENTH-CENTURY WRITING 1790-1914,ENGLAND,,,,X
VIDEO-ASSIST THORAC,VIDEO-ASSISTED THORACIC SURGERY,HONG KONG,,,,X
VIDEOSURGERY MINIINV,VIDEOSURGERY AND OTHER MINIINVASIVE TECHNIQUES,POLAND,X,,,
VIE MILIEU,VIE ET MILIEU-LIFE AND ENVIRONMENT,FRANCE,X,,,
VIERTELJAHR ZEITGES,VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,GERMANY,,,X,
VIETNAM J CHEM,VIETNAM JOURNAL OF CHEMISTRY,GERMANY,,,,X
VIETNAM J COMPUT SCI,VIETNAM JOURNAL OF COMPUTER SCIENCE,VIETNAM,,,,X
VIETNAM J EARTH SCI,VIETNAM JOURNAL OF EARTH SCIENCES,VIETNAM,,,,X
VIETNAM J MATH,VIETNAM JOURNAL OF MATHEMATICS,VIETNAM,,,,X
VIEW-CHINA,VIEW,PEOPLES R CHINA,,,,X
VIGIL SANIT DEBATE,VIGILANCIA SANITARIA EM DEBATE-SOCIEDADE CIENCIA & TECNOLOGIA,BRAZIL,,,,X
VIGILIAE CHRISTIAN,VIGILIAE CHRISTIANAE,NETHERLANDS,,,X,
VINCULOS HIST,VINCULOS DE HISTORIA,SPAIN,,,,X
VINE J INF KNOWL MAN,VINE JOURNAL OF INFORMATION AND KNOWLEDGE MANAGEMENT SYSTEMS,ENGLAND,,,,X
VIOLENCE AGAINST WOM,VIOLENCE AGAINST WOMEN,UNITED STATES,,X,,
VIOLENCE GEND,VIOLENCE AND GENDER,UNITED STATES,,,,X
VIOLENCE VICTIMS,VIOLENCE AND VICTIMS,UNITED STATES,,X,,
VIRAJES,VIRAJES-REVISTA DE ANTROPOLOGIA Y SOCIOLOGIA,COLOMBIA,,,,X
VIRAL HEPAT DERG,VIRAL HEPATIT DERGISI-VIRAL HEPATITIS JOURNAL,TURKIYE,,,,X
VIRAL IMMUNOL,VIRAL IMMUNOLOGY,UNITED STATES,X,,,
VIRCHOWS ARCH,VIRCHOWS ARCHIV,GERMANY,X,,,
VIREF-REV EDUC FIS,VIREF-REVISTA DE EDUCACION FISICA,COLOMBIA,,,,X
VIROL J,VIROLOGY JOURNAL,ENGLAND,X,,,
VIROL SIN,VIROLOGICA SINICA,PEOPLES R CHINA,X,,,
VIROLOGIE,VIROLOGIE,FRANCE,X,,,
VIROLOGY,VIROLOGY,UNITED STATES,X,,,
VIRTUAL ARCHAEOL REV,VIRTUAL ARCHAEOLOGY REVIEW,SPAIN,,,,X
VIRTUAL PHYS PROTOTY,VIRTUAL AND PHYSICAL PROTOTYPING,ENGLAND,X,,,
VIRTUAL REAL-LONDON,VIRTUAL REALITY,ENGLAND,X,,,
VIRTUALIDAD EDUC CIE,VIRTUALIDAD EDUCACION Y CIENCIA,ARGENTINA,,,,X
VIRULENCE,VIRULENCE,UNITED STATES,X,,,
VIRUS EVOL,VIRUS EVOLUTION,ENGLAND,X,,,
VIRUS GENES,VIRUS GENES,UNITED STATES,X,,,
VIRUS RES,VIRUS RESEARCH,NETHERLANDS,X,,,
VIRUSES-BASEL,VIRUSES-BASEL,SWITZERLAND,X,,,
VIS ANTHR REV,VISUAL ANTHROPOLOGY REVIEW,UNITED STATES,,,,X
VIS ANTHROPOL,VISUAL ANTHROPOLOGY,ENGLAND,,,,X
VIS COGN,VISUAL COGNITION,ENGLAND,,X,,
VIS COMMUN Q,VISUAL COMMUNICATION QUARTERLY,UNITED STATES,,,,X
VIS COMPUT IND BIOME,VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART,PEOPLES R CHINA,,,,X
VIS ETHNOGR,VISUAL ETHNOGRAPHY,ITALY,,,,X
VIS GERENC,VISION GERENCIAL,VENEZUELA,,,,X
VIS INFORM,VISUAL INFORMATICS,PEOPLES R CHINA,,,,X
VIS INQ,VISUAL INQUIRY-LEARNING & TEACHING ART,ENGLAND,,,,X
VIS RESOUR,VISUAL RESOURCES,ENGLAND,,,,X
VISC MED,VISCERAL MEDICINE,SWITZERLAND,X,,,
VISION RES,VISION RESEARCH,ENGLAND,X,,,
VISION-BASEL,VISION,SWITZERLAND,,,,X
VISION-INDIA,VISION-THE JOURNAL OF BUSINESS PERSPECTIVE,INDIA,,,,X
VISIONS SUST,VISIONS FOR SUSTAINABILITY,ITALY,,,,X
VISIT STUD,VISITOR STUDIES,UNITED STATES,,,,X
