title,url,issn,eissn,publisher,language,country,oa_type,positioning,partition,source,source_url,page,fetched_at
TRANSBOUNDARY AND EMERGING DISEASES,https://www.oaj.com.cn/Journal/transboundary-and-emerging-diseases,1865-1674,1865-1682,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
Transportation Research Interdisciplinary Perspectives,https://www.oaj.com.cn/Journal/transportation-research-interdisciplinary-perspectives,2590-1982,2590-1982,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
UNDERGROUND SPACE,https://www.oaj.com.cn/Journal/underground-space,2096-2754,2467-9674,"KeAi Communications Co., Ltd.",English,China,钻石OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
TRIALS,https://www.oaj.com.cn/Journal/trials,,1745-6215,BioMed Central,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
TWENTIETH-CENTURY MUSIC,https://www.oaj.com.cn/Journal/twentieth-century-music,,1478-5730,Cambridge University Press,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
TRENDS IN HEARING,https://www.oaj.com.cn/Journal/trends-in-hearing,2331-2165,2331-2165,Sage,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
ULTRASONICS SONOCHEMISTRY,https://www.oaj.com.cn/Journal/ultrasonics-sonochemistry,1350-4177,1873-2828,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
TRAVEL MEDICINE AND INFECTIOUS DISEASE,https://www.oaj.com.cn/Journal/travel-medicine-and-infectious-disease,,1477-8939,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
VETERINARY MEDICINE AND SCIENCE,https://www.oaj.com.cn/Journal/veterinary-medicine-and-science,,2053-1095,Wiley,English,USA,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
UNITED EUROPEAN GASTROENTEROLOGY JOURNAL,https://www.oaj.com.cn/Journal/united-european-gastroenterology-journal,2050-6406,2050-6414,Wiley,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
Tsinghua Science and Technology,https://www.oaj.com.cn/Journal/tsinghua-science-and-technology,1007-0214,1878-7606,Tsinghua University Press,English,China,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
"Trees, Forests and People",https://www.oaj.com.cn/Journal/trees-forests-and-people,,2666-7193,Elsevier,English,Netherlands,Gold OA,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,71,2026-05-21T07:21:51+00:00
VIROLOGICA SINICA,https://www.oaj.com.cn/Journal/virologica-sinica,1674-0769,1995-820X,"KeAi Communications Co., Ltd.",English,China,金色OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
VIROLOGY JOURNAL,https://www.oaj.com.cn/Journal/virology-journal,,1743-422X,BioMed Central,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
VETERINARY RESEARCH,https://www.oaj.com.cn/Journal/veterinary-research,,1297-9716,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
VIRTUAL REALITY,https://www.oaj.com.cn/Journal/virtual-reality,1359-4338,1434-9957,Springer,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
VOCATIONS AND LEARNING,https://www.oaj.com.cn/Journal/vocations-and-learning,,1874-7868,Springer,English,Netherlands,Gold OA,Frontier Science Journal,4区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
WATER RESEARCH X,https://www.oaj.com.cn/Journal/water-research-x,2589-9147,2589-9147,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
WATER BIOLOGY AND SECURITY,https://www.oaj.com.cn/Journal/water-biology-and-security,2097-4132,2772-7351,"KeAi Communications Co., Ltd.",English,CHINA,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
VIRTUAL AND PHYSICAL PROTOTYPING,https://www.oaj.com.cn/Journal/virtual-and-physical-prototyping,,1745-2767,Taylor & Francis,English,United Kingdom,,,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
VETERINARY QUARTERLY,https://www.oaj.com.cn/Journal/veterinary-quarterly,,1875-5941,Taylor & Francis,English,United Kingdom,,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
VIRULENCE,https://www.oaj.com.cn/Journal/virulence,,2150-5608,Taylor & Francis,English,United Kingdom,,,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,72,2026-05-21T07:21:51+00:00
WORLD JOURNAL OF EMERGENCY SURGERY,https://www.oaj.com.cn/Journal/world-journal-of-emergency-surgery,,1749-7922,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
WEED TECHNOLOGY,https://www.oaj.com.cn/Journal/weed-technology,,1550-2740,Cambridge University Press,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
WEED SCIENCE,https://www.oaj.com.cn/Journal/weed-science,0043-1745,1550-2759,Cambridge University Press,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
YOUNG,https://www.oaj.com.cn/Journal/young,1103-3088,1741-3222,Sage,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
WEATHER AND CLIMATE EXTREMES,https://www.oaj.com.cn/Journal/weather-and-climate-extremes,2212-0947,2212-0947,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
WORLD ALLERGY ORGANIZATION JOURNAL,https://www.oaj.com.cn/Journal/world-allergy-organization-journal,1939-4551,1939-4551,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
丝绸,https://www.oaj.com.cn/Journal/%E4%B8%9D%E7%BB%B8,1001-7003,2097-4604,杭州《丝绸》杂志社有限公司,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
世界科技研究与发展,https://www.oaj.com.cn/Journal/%E4%B8%96%E7%95%8C%E7%A7%91%E6%8A%80%E7%A0%94%E7%A9%B6%E4%B8%8E%E5%8F%91%E5%B1%95,1006-6055,,科学出版社,Chinese,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
WATER RESOURCES RESEARCH,https://www.oaj.com.cn/Journal/water-resources-research,0043-1397,1944-7973,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
上海预防医学,https://www.oaj.com.cn/Journal/%E4%B8%8A%E6%B5%B7%E9%A2%84%E9%98%B2%E5%8C%BB%E5%AD%A6,1004-9231,,《上海预防医学》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,73,2026-05-21T07:21:51+00:00
农业图书情报学报,https://www.oaj.com.cn/Journal/%E5%86%9C%E4%B8%9A%E5%9B%BE%E4%B9%A6%E6%83%85%E6%8A%A5%E5%AD%A6%E6%8A%A5,1002-1248,,《农业图书情报学报》编辑部,Chinese,China,Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
中国儿童保健杂志,https://www.oaj.com.cn/Journal/%E4%B8%AD%E5%9B%BD%E5%84%BF%E7%AB%A5%E4%BF%9D%E5%81%A5%E6%9D%82%E5%BF%97,1008-6579,,《中国儿童保健杂志》编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
临床肝胆病杂志,https://www.oaj.com.cn/Journal/%E4%B8%B4%E5%BA%8A%E8%82%9D%E8%83%86%E7%97%85%E6%9D%82%E5%BF%97,1001-5256,2097-3497,《临床肝胆病杂志》编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
人民珠江,https://www.oaj.com.cn/Journal/%E4%BA%BA%E6%B0%91%E7%8F%A0%E6%B1%9F,1001-9235,,《人民珠江》编辑部,Chinese,China,Diamond/Platinum OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
光通信研究,https://www.oaj.com.cn/Journal/%E5%85%89%E9%80%9A%E4%BF%A1%E7%A0%94%E7%A9%B6,1005-8788,,《光通信研究》编辑部,Chinese,China,Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
中国皮肤性病学杂志,https://www.oaj.com.cn/Journal/%E4%B8%AD%E5%9B%BD%E7%9A%AE%E8%82%A4%E6%80%A7%E7%97%85%E5%AD%A6%E6%9D%82%E5%BF%97,1001-7089,,《中国皮肤性病学杂志》编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
中国学校卫生,https://www.oaj.com.cn/Journal/%E4%B8%AD%E5%9B%BD%E5%AD%A6%E6%A0%A1%E5%8D%AB%E7%94%9F,1000-9817,,《中国学校卫生》杂志社,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
光：快讯（英文）/eLight,https://www.oaj.com.cn/Journal/%E5%85%89-%E5%BF%AB%E8%AE%AF-%E8%8B%B1%E6%96%87-elight,2097-1710,2662-8643,《光：快讯（英文）》编辑部,英文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
人工晶体学报,https://www.oaj.com.cn/Journal/%E4%BA%BA%E5%B7%A5%E6%99%B6%E4%BD%93%E5%AD%A6%E6%8A%A5,1000-985X,,《人工晶体学报》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
中国无机分析化学,https://www.oaj.com.cn/Journal/%E4%B8%AD%E5%9B%BD%E6%97%A0%E6%9C%BA%E5%88%86%E6%9E%90%E5%8C%96%E5%AD%A6,2095-1035,,《中国无机分析化学》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,74,2026-05-21T07:21:51+00:00
口腔疾病防治,https://www.oaj.com.cn/Journal/%E5%8F%A3%E8%85%94%E7%96%BE%E7%97%85%E9%98%B2%E6%B2%BB,2096-1456,2097-0234,《口腔疾病防治》编辑部,Chinese,China,Diamond/Platinum OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
南方能源建设,https://www.oaj.com.cn/Journal/%E5%8D%97%E6%96%B9%E8%83%BD%E6%BA%90%E5%BB%BA%E8%AE%BE,2095-8676,,《南方能源观察》杂志社有限公司,Multi-Language,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
应用力学学报,https://www.oaj.com.cn/Journal/%E5%BA%94%E7%94%A8%E5%8A%9B%E5%AD%A6%E5%AD%A6%E6%8A%A5,1000-4939,,应用力学学报编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
发电技术,https://www.oaj.com.cn/Journal/%E5%8F%91%E7%94%B5%E6%8A%80%E6%9C%AF,2096-4528,2096-4528,《发电技术》编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
气象,https://www.oaj.com.cn/Journal/%E6%B0%94%E8%B1%A1,1000-0526,,气象出版社,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
地球科学,https://www.oaj.com.cn/Journal/%E5%9C%B0%E7%90%83%E7%A7%91%E5%AD%A6,1000-2383,,《地球科学》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
振动、测试与诊断,https://www.oaj.com.cn/Journal/%E6%8C%AF%E5%8A%A8-%E6%B5%8B%E8%AF%95%E4%B8%8E%E8%AF%8A%E6%96%AD,1004-6801,,《振动、测试与诊断》编辑部,中文,China,金色OA,Sound Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
地球与行星物理论评（中英文）,https://www.oaj.com.cn/Journal/%E5%9C%B0%E7%90%83%E4%B8%8E%E8%A1%8C%E6%98%9F%E7%89%A9%E7%90%86%E8%AE%BA%E8%AF%84-%E4%B8%AD%E8%8B%B1%E6%96%87,2097-1893,,《地球与行星物理论评（中英文）》编辑部,多语种,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
数据分析与知识发现,https://www.oaj.com.cn/Journal/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E4%B8%8E%E7%9F%A5%E8%AF%86%E5%8F%91%E7%8E%B0,2096-3467,无,中国科学院文献情报中心,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
岩矿测试,https://www.oaj.com.cn/Journal/%E5%B2%A9%E7%9F%BF%E6%B5%8B%E8%AF%95,0254-5357,,《岩矿测试》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,75,2026-05-21T07:21:51+00:00
热带地理,https://www.oaj.com.cn/Journal/%E7%83%AD%E5%B8%A6%E5%9C%B0%E7%90%86,1001-5221,,《热带地理》编辑委员会,Chinese,China,Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
环境科学研究,https://www.oaj.com.cn/Journal/%E7%8E%AF%E5%A2%83%E7%A7%91%E5%AD%A6%E7%A0%94%E7%A9%B6,1001-6929,,《环境科学研究》编辑部,Chinese,China,Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
眼科学报,https://www.oaj.com.cn/Journal/%E7%9C%BC%E7%A7%91%E5%AD%A6%E6%8A%A5,1000-4432,,中山大学中山眼科中心《眼科学报》编辑部,Chinese,China,Diamond/Platinum OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
现代纺织技术,https://www.oaj.com.cn/Journal/%E7%8E%B0%E4%BB%A3%E7%BA%BA%E7%BB%87%E6%8A%80%E6%9C%AF,1009-265X,,《现代纺织技术》编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
油气藏评价与开发,https://www.oaj.com.cn/Journal/%E6%B2%B9%E6%B0%94%E8%97%8F%E8%AF%84%E4%BB%B7%E4%B8%8E%E5%BC%80%E5%8F%91,2095-1426,,《油气藏评价与开发》编辑部,Chinese,China,Diamond/Platinum OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
水生生物学报,https://www.oaj.com.cn/Journal/%E6%B0%B4%E7%94%9F%E7%94%9F%E7%89%A9%E5%AD%A6%E6%8A%A5,1000-3207,2097-3373,科学出版社,Chinese,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
电力工程技术,https://www.oaj.com.cn/Journal/%E7%94%B5%E5%8A%9B%E5%B7%A5%E7%A8%8B%E6%8A%80%E6%9C%AF,2096-3203,,《电力工程技术》编辑部,中文,China,钻石OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
水科学与水工程（英文）,https://www.oaj.com.cn/Journal/%E6%B0%B4%E7%A7%91%E5%AD%A6%E4%B8%8E%E6%B0%B4%E5%B7%A5%E7%A8%8B-%E8%8B%B1%E6%96%87,1674-2370,,Elsevier,英文,Netherlands,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
环境与职业医学,https://www.oaj.com.cn/Journal/%E7%8E%AF%E5%A2%83%E4%B8%8E%E8%81%8C%E4%B8%9A%E5%8C%BB%E5%AD%A6,2095-9982,,《环境与职业医学》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
生物技术通报,https://www.oaj.com.cn/Journal/%E7%94%9F%E7%89%A9%E6%8A%80%E6%9C%AF%E9%80%9A%E6%8A%A5,1002-5464,,《生物技术通报》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,76,2026-05-21T07:21:51+00:00
空气动力学学报,https://www.oaj.com.cn/Journal/%E7%A9%BA%E6%B0%94%E5%8A%A8%E5%8A%9B%E5%AD%A6%E5%AD%A6%E6%8A%A5,0258-1825,,《空气动力学学报》编辑部,Multi-Language,China,Diamond/Platinum OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
解放军医学杂志,https://www.oaj.com.cn/Journal/%E8%A7%A3%E6%94%BE%E5%86%9B%E5%8C%BB%E5%AD%A6%E6%9D%82%E5%BF%97,0577-7402,0577-7403,《解放军医学杂志》编辑部,Chinese,China,Diamond/Platinum OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
航空工程进展,https://www.oaj.com.cn/Journal/%E8%88%AA%E7%A9%BA%E5%B7%A5%E7%A8%8B%E8%BF%9B%E5%B1%95,1674-8190,,《航空工程进展》编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
西安交通大学学报（医学版）,https://www.oaj.com.cn/Journal/%E8%A5%BF%E5%AE%89%E4%BA%A4%E9%80%9A%E5%A4%A7%E5%AD%A6%E5%AD%A6%E6%8A%A5-%E5%8C%BB%E5%AD%A6%E7%89%88,1671-8259,0258-0659,西安交通大学学报（医学版）编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
空天技术,https://www.oaj.com.cn/Journal/%E7%A9%BA%E5%A4%A9%E6%8A%80%E6%9C%AF,2097-0714,,《空天技术》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
航空兵器,https://www.oaj.com.cn/Journal/%E8%88%AA%E7%A9%BA%E5%85%B5%E5%99%A8,1673-5048,,《航空兵器》编辑部,中文,China,钻石OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
西北地质,https://www.oaj.com.cn/Journal/%E8%A5%BF%E5%8C%97%E5%9C%B0%E8%B4%A8,1009-6248,,科学出版社,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
采矿与岩层控制工程学报,https://www.oaj.com.cn/Journal/%E9%87%87%E7%9F%BF%E4%B8%8E%E5%B2%A9%E5%B1%82%E6%8E%A7%E5%88%B6%E5%B7%A5%E7%A8%8B%E5%AD%A6%E6%8A%A5,2096-7187,,采矿与岩层控制工程学报,中文,CHINA,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
眼科新进展,https://www.oaj.com.cn/Journal/%E7%9C%BC%E7%A7%91%E6%96%B0%E8%BF%9B%E5%B1%95,1003-5141,,新乡医学院,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
计算机工程,https://www.oaj.com.cn/Journal/%E8%AE%A1%E7%AE%97%E6%9C%BA%E5%B7%A5%E7%A8%8B,1000-3428,,《计算机工程》编辑部,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,77,2026-05-21T07:21:51+00:00
食品与机械,https://www.oaj.com.cn/Journal/%E9%A3%9F%E5%93%81%E4%B8%8E%E6%9C%BA%E6%A2%B0,1003-5788,,《食品与机械》编辑部,Chinese,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,78,2026-05-21T07:21:51+00:00
食品科学,https://www.oaj.com.cn/Journal/%E9%A3%9F%E5%93%81%E7%A7%91%E5%AD%A6,1002-6630,,中国食品杂志社,Chinese,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,78,2026-05-21T07:21:51+00:00
风景园林,https://www.oaj.com.cn/Journal/%E9%A3%8E%E6%99%AF%E5%9B%AD%E6%9E%97,1673-1530,,北京《风景园林》杂志社有限公司,中文,China,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,78,2026-05-21T07:21:51+00:00
