title,issn,eissn,year,jif,jif_without_self_cites,source_url
PUBLIC ADMIN REV,0033-3352,1540-6210,2024,4.900,4.300,https://journalsimpactfactors.com/journal.php?id=2105
SYST ENTOMOL,0307-6970,1365-3113,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2106
POLIT GEOGR,0962-6298,1873-5096,2024,4.900,4.400,https://journalsimpactfactors.com/journal.php?id=2107
EUR CHILD ADOLES PSY,1018-8827,1435-165X,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2108
ECON GEOL,0361-0128,1554-0774,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2109
DEV COGN NEUROS-NETH,1878-9293,1878-9307,2024,4.900,4.300,https://journalsimpactfactors.com/journal.php?id=2111
PLOS PATHOG,1553-7366,1553-7374,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2112
J AFFECT DISORDERS,0165-0327,1573-2517,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2113
PUBLIC MANAG REV,1471-9037,1471-9045,2024,4.900,4.000,https://journalsimpactfactors.com/journal.php?id=2114
IEEE T LEARN TECHNOL,1939-1382,1939-1382,2024,4.900,4.000,https://journalsimpactfactors.com/journal.php?id=2115
MINER DEPOSITA,0026-4598,1432-1866,2024,4.900,4.400,https://journalsimpactfactors.com/journal.php?id=2118
COMPUT MED IMAG GRAP,0895-6111,1879-0771,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2119
MAR POLLUT BULL,0025-326X,1879-3363,2024,4.900,4.000,https://journalsimpactfactors.com/journal.php?id=2120
BIOFILM,2590-2075,2590-2075,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2121
SLEEP,0161-8105,1550-9109,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2122
J DRUG DELIV SCI TEC,1773-2247,2588-8943,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2123
NEW BIOTECHNOL,1871-6784,1876-4347,2024,4.900,4.900,https://journalsimpactfactors.com/journal.php?id=2124
J INT MANAG,1075-4253,1873-0620,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2125
MOL PLANT PATHOL,1464-6722,1364-3703,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2127
STROKE VASC NEUROL,2059-8688,2059-8696,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2128
IEEE J EM SEL TOP P,2168-6777,2168-6785,2024,4.900,4.400,https://journalsimpactfactors.com/journal.php?id=2129
J SOUND VIB,0022-460X,1095-8568,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2130
CHIN J NAT MEDICINES,2095-6975,1875-5364,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2131
ENG COMPUT-GERMANY,0177-0667,1435-5663,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2132
IEEE T COGN DEV SYST,2379-8920,2379-8939,2024,4.900,4.100,https://journalsimpactfactors.com/journal.php?id=2133
STEM CELL TRANSL MED,2157-6564,2157-6580,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2134
J LEADERSH ORG STUD,1548-0518,1939-7089,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2135
J BUS PSYCHOL,0889-3268,1573-353X,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2136
QUANT INFR THERM J,1768-6733,2116-7176,2024,4.900,4.000,https://journalsimpactfactors.com/journal.php?id=2138
GEOSCI MODEL DEV,1991-959X,1991-9603,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2139
IEEE T CIRCUITS-II,1549-7747,1558-3791,2024,4.900,4.300,https://journalsimpactfactors.com/journal.php?id=2140
CURR OPIN PSYCHIATR,0951-7367,1473-6578,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2141
SLEEP MED CLIN,1556-407X,1556-4088,2024,4.900,4.900,https://journalsimpactfactors.com/journal.php?id=2142
INT J ACCOUNT INF MA,1834-7649,1758-9037,2024,4.900,4.200,https://journalsimpactfactors.com/journal.php?id=2143
J NUTR BIOCHEM,0955-2863,1873-4847,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2144
MANAGE SCI,0025-1909,1526-5501,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2146
SCI CHINA TECHNOL SC,1674-7321,1869-1900,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2148
INT J DIGIT EARTH,1753-8947,1753-8955,2024,4.900,4.300,https://journalsimpactfactors.com/journal.php?id=2149
FOOD QUAL PREFER,0950-3293,1873-6343,2024,4.900,4.200,https://journalsimpactfactors.com/journal.php?id=2150
J WIND ENG IND AEROD,0167-6105,1872-8197,2024,4.900,4.000,https://journalsimpactfactors.com/journal.php?id=2151
SENSOR ACTUAT A-PHYS,0924-4247,1873-3069,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2152
IEEE T COMPUT SOC SY,2329-924X,2329-924X,2024,4.900,4.100,https://journalsimpactfactors.com/journal.php?id=2153
INT J LOGIST-RES APP,1367-5567,1469-848X,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2154
BIOMED SIGNAL PROCES,1746-8094,1746-8108,2024,4.900,4.300,https://journalsimpactfactors.com/journal.php?id=2155
COMPUT ELECTR ENG,0045-7906,1879-0755,2024,4.900,4.400,https://journalsimpactfactors.com/journal.php?id=2157
INT J HUM-COMPUT INT,1044-7318,1532-7590,2024,4.900,3.800,https://journalsimpactfactors.com/journal.php?id=2158
CORP GOV-INT J BUS S,1472-0701,1758-6054,2024,4.900,4.400,https://journalsimpactfactors.com/journal.php?id=2159
INT J ONCOL,1019-6439,1791-2423,2024,4.900,4.900,https://journalsimpactfactors.com/journal.php?id=2160
CIV ENG J-TEHRAN,2676-6957,2476-3055,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2161
IEEE T SIGNAL INF PR,2373-776X,2373-776X,2024,4.900,4.300,https://journalsimpactfactors.com/journal.php?id=2163
J INORG ORGANOMET P,1574-1443,1574-1451,2024,4.900,4.400,https://journalsimpactfactors.com/journal.php?id=2164
HIGH VOLT,2397-7264,2397-7264,2024,4.900,3.700,https://journalsimpactfactors.com/journal.php?id=2165
MRS BULL,0883-7694,1938-1425,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2166
CLEAN ENVIRON SYST,2666-7894,2666-7894,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2168
NAT PRODUCT BIOPROSP,2192-2195,2192-2209,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2169
IEEE T BIOMED CIRC S,1932-4545,1940-9990,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2170
GIANT-AMSTERDAM,2666-5425,2666-5425,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2171
MARKET SCI,0732-2399,1526-548X,2024,4.900,4.400,https://journalsimpactfactors.com/journal.php?id=2172
GENES NUTR,1555-8932,1865-3499,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2174
J PHYS CHEM SOLIDS,0022-3697,1879-2553,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2175
SUSTAIN FUTURES,2666-1888,2666-1888,2024,4.900,4.300,https://journalsimpactfactors.com/journal.php?id=2176
J ZHEJIANG UNIV-SC B,1673-1581,1862-1783,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2177
ENERGY SUSTAIN DEV,0973-0826,2352-4669,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2178
EXCLI J,1611-2156,1611-2156,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2179
WIRES MECH DIS,2692-9368,2692-9368,2024,4.900,4.900,https://journalsimpactfactors.com/journal.php?id=2180
WIND ENERGY SCI,2366-7443,2366-7451,2024,4.900,4.200,https://journalsimpactfactors.com/journal.php?id=2181
NUTR REV,0029-6643,1753-4887,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2182
EXPERT OPIN DRUG DIS,1746-0441,1746-045X,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2183
INT J MOL SCI,1661-6596,1422-0067,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2184
IET NANOBIOTECHNOL,1751-8741,1751-875X,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2185
MOL CATAL,2468-8231,2468-8231,2024,4.900,3.900,https://journalsimpactfactors.com/journal.php?id=2186
BLOOD LYMPHAT CANCER,1179-9889,1179-9889,2024,4.900,4.900,https://journalsimpactfactors.com/journal.php?id=2188
CRIT REV PLANT SCI,0735-2689,1549-7836,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2189
J PEASANT STUD,0306-6150,1743-9361,2024,4.800,4.200,https://journalsimpactfactors.com/journal.php?id=2191
POPUL DEV REV,0098-7921,1728-4457,2024,4.800,4.300,https://journalsimpactfactors.com/journal.php?id=2192
J PROSTHET DENT,0022-3913,1097-6841,2024,4.800,3.900,https://journalsimpactfactors.com/journal.php?id=2193
METACOGN LEARN,1556-1623,1556-1631,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2194
RADIOL MED,0033-8362,1826-6983,2024,4.800,4.300,https://journalsimpactfactors.com/journal.php?id=2195
CURR OPIN INSECT SCI,2214-5745,2214-5753,2024,4.800,4.400,https://journalsimpactfactors.com/journal.php?id=2196
J URBAN ECON,0094-1190,1095-9068,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2197
APPL MATH MECH-ENGL,0253-4827,1573-2754,2024,4.800,4.300,https://journalsimpactfactors.com/journal.php?id=2198
WORLD DEV,0305-750X,1873-5991,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2199
BIOL PSYCHIAT-COGN N,2451-9022,2451-9030,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2200
PHARM BIOL,1388-0209,1744-5116,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2201
SCHIZOPHRENIA BULL,0586-7614,1745-1701,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2202
CELLULOSE,0969-0239,1572-882X,2024,4.800,4.400,https://journalsimpactfactors.com/journal.php?id=2203
J LEGAL EDUC,0022-2208,0022-2208,2024,4.800,4.800,https://journalsimpactfactors.com/journal.php?id=2204
ACM T KNOWL DISCOV D,1556-4681,1556-472X,2024,4.800,4.300,https://journalsimpactfactors.com/journal.php?id=2205
INT J TRANSP SCI TEC,2046-0430,2046-0449,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2206
SMALL BUS ECON,0921-898X,1573-0913,2024,4.800,4.400,https://journalsimpactfactors.com/journal.php?id=2207
AM J EPIDEMIOL,0002-9262,1476-6256,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2208
J HOSP TOUR INSIGHTS,2514-9792,2514-9806,2024,4.800,4.200,https://journalsimpactfactors.com/journal.php?id=2210
BEST PRACT RES CL RH,1521-6942,1521-1770,2024,4.800,4.800,https://journalsimpactfactors.com/journal.php?id=2211
BMC PLANT BIOL,1471-2229,1471-2229,2024,4.800,4.400,https://journalsimpactfactors.com/journal.php?id=2212
J APPL ECOL,0021-8901,1365-2664,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2213
NEUROL THER,2193-8253,2193-6536,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2214
GEORISK,1749-9518,1749-9526,2024,4.800,3.700,https://journalsimpactfactors.com/journal.php?id=2215
J LIGHTWAVE TECHNOL,0733-8724,1558-2213,2024,4.800,4.100,https://journalsimpactfactors.com/journal.php?id=2216
CELL ONCOL,2211-3428,2211-3436,2024,4.800,4.800,https://journalsimpactfactors.com/journal.php?id=2217
AD HOC NETW,1570-8705,1570-8713,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2218
FRONT PLANT SCI,1664-462X,1664-462X,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2219
COMPUT METH PROG BIO,0169-2607,1872-7565,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2222
EUR PHYS J C,1434-6044,1434-6052,2024,4.800,4.000,https://journalsimpactfactors.com/journal.php?id=2223
ENERG ENVIRON-UK,0958-305X,2048-4070,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2224
DESIGN STUD,0142-694X,1872-6909,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2226
IEEE T COMPUT IMAG,2573-0436,2333-9403,2024,4.800,4.200,https://journalsimpactfactors.com/journal.php?id=2227
IEEE ANTENN WIREL PR,1536-1225,1548-5757,2024,4.800,3.800,https://journalsimpactfactors.com/journal.php?id=2229
MON NOT R ASTRON SOC,0035-8711,1365-2966,2024,4.800,3.400,https://journalsimpactfactors.com/journal.php?id=2230
CLIMATIC CHANGE,0165-0009,1573-1480,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2231
COMPUT STRUCT,0045-7949,1879-2243,2024,4.800,4.400,https://journalsimpactfactors.com/journal.php?id=2232
ANN NY ACAD SCI,0077-8923,1749-6632,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2234
IEEE T BROADCAST,0018-9316,1557-9611,2024,4.800,3.100,https://journalsimpactfactors.com/journal.php?id=2236
MARIT TRANSPORT RES,2666-822X,2666-822X,2024,4.800,4.200,https://journalsimpactfactors.com/journal.php?id=2237
TRANSPORT SCI,0041-1655,N/A,2024,4.800,4.500,https://journalsimpactfactors.com/journal.php?id=2238
FRONT CELL INFECT MI,2235-2988,2235-2988,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2240
CANCER NANOTECHNOL,1868-6958,1868-6966,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2241
MATRIX BIOL,0945-053X,1569-1802,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2242
MARIT ECON LOGIST,1479-2931,1479-294X,2024,4.800,4.400,https://journalsimpactfactors.com/journal.php?id=2243
CHIN J POPUL RESOUR,2096-9589,2325-4262,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2244
TOTAL QUAL MANAG BUS,1478-3363,1478-3371,2024,4.800,3.900,https://journalsimpactfactors.com/journal.php?id=2245
INTERMETALLICS,0966-9795,1879-0216,2024,4.800,4.400,https://journalsimpactfactors.com/journal.php?id=2246
APPL CATAL A-GEN,0926-860X,1873-3875,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2247
EXPERT REV VACCINES,1476-0584,1744-8395,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2248
FRONT BIOENG BIOTECH,2296-4185,2296-4185,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2249
J INVEST ALLERG CLIN,1018-9068,1698-0808,2024,4.800,4.300,https://journalsimpactfactors.com/journal.php?id=2250
ACM T INTERACT INTEL,2160-6455,2160-6463,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2251
BRAIN CIRC,2394-8108,2455-4626,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2253
SUSTAIN ENVIRON RES,2468-2039,2468-2039,2024,4.800,4.800,https://journalsimpactfactors.com/journal.php?id=2254
CELL MOL NEUROBIOL,0272-4340,1573-6830,2024,4.800,4.800,https://journalsimpactfactors.com/journal.php?id=2255
J COMPUT CHEM,0192-8651,1096-987X,2024,4.800,4.600,https://journalsimpactfactors.com/journal.php?id=2257
WIRES RNA,1757-7004,1757-7012,2024,4.800,4.700,https://journalsimpactfactors.com/journal.php?id=2258
PROG REACT KINET MEC,1468-6783,1471-406X,2024,4.800,4.800,https://journalsimpactfactors.com/journal.php?id=2260
BRIT J POLIT SCI,0007-1234,1469-2112,2024,4.700,4.600,https://journalsimpactfactors.com/journal.php?id=2261
ZOOL RES,2095-8137,2095-8137,2024,4.700,4.100,https://journalsimpactfactors.com/journal.php?id=2262
J COMPUT EDUC,2197-9987,2197-9995,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2263
OBSTET GYNECOL,0029-7844,0029-7844,2024,4.700,4.400,https://journalsimpactfactors.com/journal.php?id=2264
SPINE J,1529-9430,1878-1632,2024,4.700,4.300,https://journalsimpactfactors.com/journal.php?id=2265
INVEST OPHTH VIS SCI,0146-0404,1552-5783,2024,4.700,4.300,https://journalsimpactfactors.com/journal.php?id=2266
INTENS CRIT CARE NUR,0964-3397,1532-4036,2024,4.700,3.500,https://journalsimpactfactors.com/journal.php?id=2267
ANAT SCI EDUC,1935-9772,1935-9780,2024,4.700,3.600,https://journalsimpactfactors.com/journal.php?id=2268
REV PSIQUIATR SALUD,1888-9891,1989-4600,2024,4.700,4.700,https://journalsimpactfactors.com/journal.php?id=2269
ECON MODEL,0264-9993,1873-6122,2024,4.700,4.200,https://journalsimpactfactors.com/journal.php?id=2270
INFORM ORGAN-UK,1471-7727,1873-7919,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2271
J SOC ISSUES,0022-4537,1540-4560,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2272
EUR RADIOL,0938-7994,1432-1084,2024,4.700,4.400,https://journalsimpactfactors.com/journal.php?id=2273
INORG CHEM,0020-1669,1520-510X,2024,4.700,4.100,https://journalsimpactfactors.com/journal.php?id=2274
RMD OPEN,2056-5933,2056-5933,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2275
TOB CONTROL,0964-4563,1468-3318,2024,4.700,3.800,https://journalsimpactfactors.com/journal.php?id=2276
J RISK FINANC,1526-5943,2331-2947,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2277
PHILOS T R SOC B,0962-8436,1471-2970,2024,4.700,4.600,https://journalsimpactfactors.com/journal.php?id=2279
DIGEST ENDOSC,0915-5635,1443-1661,2024,4.700,4.200,https://journalsimpactfactors.com/journal.php?id=2280
ECOGRAPHY,0906-7590,1600-0587,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2281
EUR J PHARMACOL,0014-2999,1879-0712,2024,4.700,4.600,https://journalsimpactfactors.com/journal.php?id=2282
CAMB J REG ECON SOC,1752-1378,1752-1386,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2283
EUR J PHARM SCI,0928-0987,1879-0720,2024,4.700,4.600,https://journalsimpactfactors.com/journal.php?id=2285
INT J GYNECOL CANCER,1048-891X,1525-1438,2024,4.700,4.200,https://journalsimpactfactors.com/journal.php?id=2286
ORG CHEM FRONT,2052-4129,2052-4129,2024,4.700,4.100,https://journalsimpactfactors.com/journal.php?id=2287
INT IMMUNOPHARMACOL,1567-5769,1878-1705,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2289
DIABETES METAB,1262-3636,1878-1780,2024,4.700,4.600,https://journalsimpactfactors.com/journal.php?id=2290
GLOB STRATEG J,2042-5791,2042-5805,2024,4.700,4.400,https://journalsimpactfactors.com/journal.php?id=2291
J BEHAV EXP FINANC,2214-6350,2214-6369,2024,4.700,4.400,https://journalsimpactfactors.com/journal.php?id=2292
TOURISM GEOGR,1461-6688,1470-1340,2024,4.700,3.400,https://journalsimpactfactors.com/journal.php?id=2293
TRAVEL MED INFECT DI,1477-8939,1873-0442,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2294
ACM T SENSOR NETWORK,1550-4859,1550-4867,2024,4.700,4.400,https://journalsimpactfactors.com/journal.php?id=2295
INT J CANCER,0020-7136,1097-0215,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2297
EARTH SYST ENVIRON,2509-9426,2509-9434,2024,4.700,4.200,https://journalsimpactfactors.com/journal.php?id=2300
BIOORG CHEM,0045-2068,1090-2120,2024,4.700,4.300,https://journalsimpactfactors.com/journal.php?id=2301
MATTER RADIAT EXTREM,2468-2047,2468-080X,2024,4.700,4.200,https://journalsimpactfactors.com/journal.php?id=2302
ANAESTH CRIT CARE PA,2352-5568,2352-5568,2024,4.700,4.100,https://journalsimpactfactors.com/journal.php?id=2303
J EXPO SCI ENV EPID,1559-0631,1559-064X,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2304
ENVIRON EXP BOT,0098-8472,1873-7307,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2305
NAT HAZARD EARTH SYS,1561-8633,1684-9981,2024,4.700,4.400,https://journalsimpactfactors.com/journal.php?id=2306
AM J PHYSIOL-CELL PH,0363-6143,1522-1563,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2307
J EARTH SCI-CHINA,1674-487X,1867-111X,2024,4.700,4.100,https://journalsimpactfactors.com/journal.php?id=2308
J INTENSIVE CARE,2052-0492,2052-0492,2024,4.700,4.500,https://journalsimpactfactors.com/journal.php?id=2309
WATER RESOUR MANAG,0920-4741,1573-1650,2024,4.700,4.000,https://journalsimpactfactors.com/journal.php?id=2310
T NONFERR METAL SOC,1003-6326,2210-3384,2024,4.700,4.100,https://journalsimpactfactors.com/journal.php?id=2311
GM CROPS FOOD,2164-5698,2164-5701,2024,4.700,4.200,https://journalsimpactfactors.com/journal.php?id=2312
CHINA GEOL,2096-5192,2096-5192,2024,4.700,4.400,https://journalsimpactfactors.com/journal.php?id=2313
INT J ENTREP BEHAV R,1355-2554,1758-6534,2024,4.700,3.900,https://journalsimpactfactors.com/journal.php?id=2314
